requirement_id,total_links,found_links,top1_hits,top5_hits,top10_hits,best_rank,avg_rank_found,found_rate,difficulty_label
EA1.txt,11,2,0,2,2,4.0,4.5,0.1818,mixed
EA10.txt,10,3,0,2,3,4.0,5.333333333333333,0.3,mixed
EA11.txt,17,4,0,1,4,3.0,6.5,0.2353,mixed
EA12.txt,10,3,0,3,3,2.0,3.3333333333333335,0.3,mixed
EA13.txt,11,5,1,3,5,1.0,5.2,0.4545,mixed
EA138.txt,55,10,1,5,10,1.0,5.5,0.1818,mixed
EA14.txt,11,4,0,2,4,4.0,5.75,0.3636,mixed
EA15.txt,11,4,0,2,4,4.0,5.5,0.3636,mixed
EA16.txt,12,3,1,2,3,1.0,4.666666666666667,0.25,mixed
EA17.txt,12,5,0,1,5,2.0,7.2,0.4167,mixed
EA18.txt,11,3,0,1,3,4.0,7.0,0.2727,mixed
EA19.txt,14,4,1,3,4,1.0,3.25,0.2857,mixed
EA2.txt,15,5,1,4,5,1.0,3.6,0.3333,mixed
EA20.txt,9,2,0,2,2,4.0,4.5,0.2222,mixed
EA21.txt,17,6,1,3,6,1.0,5.666666666666667,0.3529,mixed
EA22.txt,16,7,1,4,7,1.0,4.571428571428571,0.4375,mixed
EA23.txt,6,0,0,0,0,,,0.0,hard
EA24.txt,27,8,1,3,8,1.0,6.0,0.2963,mixed
EA25.txt,27,10,1,5,10,1.0,5.5,0.3704,mixed
EA26.txt,22,7,1,4,7,1.0,4.857142857142857,0.3182,mixed
EA27.txt,13,3,1,3,3,1.0,2.0,0.2308,mixed
EA28.txt,13,2,1,1,2,1.0,3.5,0.1538,mixed
EA29.txt,13,2,1,1,2,1.0,5.5,0.1538,mixed
EA3.txt,10,2,0,1,2,2.0,4.5,0.2,mixed
EA30.txt,15,8,1,4,8,1.0,5.5,0.5333,mixed
EA31.txt,16,7,1,4,7,1.0,4.714285714285714,0.4375,mixed
EA32.txt,16,5,1,3,5,1.0,4.4,0.3125,mixed
EA33.txt,3,1,0,0,1,9.0,9.0,0.3333,mixed
EA34.txt,3,1,0,0,1,9.0,9.0,0.3333,mixed
EA36.txt,13,2,1,1,2,1.0,4.0,0.1538,mixed
EA37.txt,15,8,1,4,8,1.0,5.375,0.5333,mixed
EA38.txt,15,6,1,4,6,1.0,5.333333333333333,0.4,mixed
EA4.txt,19,6,1,2,6,1.0,6.166666666666667,0.3158,mixed
EA41.txt,13,5,1,4,5,1.0,3.8,0.3846,mixed
EA5.txt,11,3,0,1,3,4.0,7.0,0.2727,mixed
EA6.txt,18,6,1,5,6,1.0,4.0,0.3333,mixed
EA7.txt,11,1,0,0,1,8.0,8.0,0.0909,mixed
EA8.txt,11,3,0,2,3,3.0,4.666666666666667,0.2727,mixed
EA9.txt,15,4,1,2,4,1.0,5.5,0.2667,mixed
