requirement_id,requirement_id_norm,correct_code_file,correct_code_file_norm,found,rank_found,top_prediction,top_score,retrieved_in_top_k
EA1.txt,ea1,AdminManager.java,adminmanager,False,,access,0.5108084860064424,False
EA1.txt,ea1,DbAccess.java,dbaccess,False,,access,0.5108084860064424,False
EA1.txt,ea1,DbException.java,dbexception,False,,access,0.5108084860064424,False
EA1.txt,ea1,CancelServlet.java,cancelservlet,False,,access,0.5108084860064424,False
EA1.txt,ea1,ShowAccessServlet.java,showaccessservlet,False,,access,0.5108084860064424,False
EA2.txt,ea2,AdminManager.java,adminmanager,False,,access,0.5301295138946607,False
EA2.txt,ea2,IdentityCard.java,identitycard,False,,access,0.5301295138946607,False
EA2.txt,ea2,IdentityCardManager.java,identitycardmanager,False,,access,0.5301295138946607,False
EA2.txt,ea2,Citizen.java,citizen,False,,access,0.5301295138946607,False
EA2.txt,ea2,CitizenManager.java,citizenmanager,False,,access,0.5301295138946607,False
EA2.txt,ea2,DbAccess.java,dbaccess,False,,access,0.5301295138946607,False
EA2.txt,ea2,DbIdentityCard.java,dbidentitycard,False,,access,0.5301295138946607,False
EA2.txt,ea2,DbCitizen.java,dbcitizen,False,,access,0.5301295138946607,False
EA2.txt,ea2,DbMunicipality.java,dbmunicipality,False,,access,0.5301295138946607,False
EA2.txt,ea2,CancelServlet.java,cancelservlet,False,,access,0.5301295138946607,False
EA2.txt,ea2,ShowAccessAServlet.java,showaccessaservlet,False,,access,0.5301295138946607,False
EA3.txt,ea3,AdminManager.java,adminmanager,False,,access,0.5178806277774277,False
EA3.txt,ea3,DbAccess.java,dbaccess,False,,access,0.5178806277774277,False
EA3.txt,ea3,EmployeeManager.java,employeemanager,False,,access,0.5178806277774277,False
EA3.txt,ea3,CancelServlet.java,cancelservlet,False,,access,0.5178806277774277,False
EA3.txt,ea3,ShowAccessServlet.java,showaccessservlet,False,,access,0.5178806277774277,False
EA4.txt,ea4,AccessManager.java,accessmanager,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,Access.java,access,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,IdentityCard.java,identitycard,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,IdentityCardManager.java,identitycardmanager,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,Citizen.java,citizen,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,DbAccess.java,dbaccess,False,,searchemployeeservlet,0.281729806799772,False
EA4.txt,ea4,DbException.java,dbexception,False,,searchemployeeservlet,0.281729806799772,False
