requirement_id,requirement_id_norm,correct_code_file,correct_code_file_norm,found,rank_found,top_prediction,top_score,retrieved_in_top_k
EA1.txt,ea1,AccessManager.java,accessmanager,True,1.0,accessmanager,0.5514799952507019,True
EA2.txt,ea2,LoginServlet.java,loginservlet,True,1.0,loginservlet,0.4975720047950744,True
EA3.txt,ea3,Access.java,access,True,1.0,access,0.5037614107131958,True
EA4.txt,ea4,DbIdentityCard.java,dbidentitycard,True,1.0,dbidentitycard,0.4980688095092773,True
EA6.txt,ea6,Citizen.java,citizen,True,1.0,citizen,0.6781846284866333,True
EA9.txt,ea9,LogoutServlet.java,logoutservlet,True,1.0,logoutservlet,0.48316091299057,True
EA10.txt,ea10,LogoutServlet.java,logoutservlet,True,1.0,logoutservlet,0.506419837474823,True
EA13.txt,ea13,CitizenManager.java,citizenmanager,True,1.0,citizenmanager,0.5090429186820984,True
EA14.txt,ea14,EditEmployeeServlet.java,editemployeeservlet,True,1.0,editemployeeservlet,0.4881221950054168,True
EA17.txt,ea17,DbCitizen.java,dbcitizen,True,1.0,dbcitizen,0.4671565592288971,True
EA18.txt,ea18,AccessManager.java,accessmanager,True,1.0,accessmanager,0.5225392580032349,True
EA19.txt,ea19,PasswordRecoveryServlet.java,passwordrecoveryservlet,True,1.0,passwordrecoveryservlet,0.6053836941719055,True
EA20.txt,ea20,PasswordRecoveryServlet.java,passwordrecoveryservlet,True,1.0,passwordrecoveryservlet,0.5384388566017151,True
EA22.txt,ea22,IdentityCard.java,identitycard,True,1.0,identitycard,0.6776190996170044,True
EA25.txt,ea25,IdentityCard.java,identitycard,True,1.0,identitycard,0.7220182418823242,True
EA26.txt,ea26,IdentityCard.java,identitycard,True,1.0,identitycard,0.7172645926475525,True
EA27.txt,ea27,Citizen.java,citizen,True,1.0,citizen,0.5158064961433411,True
EA28.txt,ea28,DbIdentityCard.java,dbidentitycard,True,1.0,dbidentitycard,0.6206674575805664,True
EA30.txt,ea30,IdentityCard.java,identitycard,True,1.0,identitycard,0.6065220832824707,True
EA31.txt,ea31,IdentityCard.java,identitycard,True,1.0,identitycard,0.6003390550613403,True
EA32.txt,ea32,IdentityCard.java,identitycard,True,1.0,identitycard,0.5340281128883362,True
EA36.txt,ea36,Citizen.java,citizen,True,1.0,citizen,0.3911725580692291,True
EA37.txt,ea37,IdentityCard.java,identitycard,True,1.0,identitycard,0.5316252708435059,True
EA38.txt,ea38,IdentityCard.java,identitycard,True,1.0,identitycard,0.5148277282714844,True
EA138.txt,ea138,DbCitizen.java,dbcitizen,True,1.0,dbcitizen,0.3730018138885498,True
