requirement_id,requirement_id_norm,correct_code_file,correct_code_file_norm,found,rank_found,top_prediction,top_score,retrieved_in_top_k
UC13.txt,uc13,ITouristAgencyManager.java,itouristagencymanager,True,1.0,itouristagencymanager,16.765299750022045,True
UC16.txt,uc16,ITouristAgencyManager.java,itouristagencymanager,True,1.0,itouristagencymanager,16.394039100215398,True
UC17.txt,uc17,GlobalConstants.java,globalconstants,True,1.0,globalconstants,14.02870146597619,True
UC19.txt,uc19,IAdvertisementManager.java,iadvertisementmanager,True,1.0,iadvertisementmanager,14.142406460321686,True
UC20.txt,uc20,GlobalConstants.java,globalconstants,True,1.0,globalconstants,19.017051927860223,True
UC28.txt,uc28,ITagAgencyOperatorManager.java,itagagencyoperatormanager,True,1.0,itagagencyoperatormanager,13.875071474999611,True
UC3.txt,uc3,ICulturalHeritageAgencyManager.java,iculturalheritageagencymanager,True,1.0,iculturalheritageagencymanager,13.76136024023018,True
UC33.txt,uc33,TouristCard.java,touristcard,True,1.0,touristcard,12.896738419388685,True
UC34.txt,uc34,ISearch.java,isearch,True,1.0,isearch,18.001546051815247,True
UC39.txt,uc39,IAdvertisementManager.java,iadvertisementmanager,True,1.0,iadvertisementmanager,14.96400327871654,True
UC4.txt,uc4,Search.java,search,True,1.0,search,12.048040717995432,True
UC40.txt,uc40,IAdvertisementManager.java,iadvertisementmanager,True,1.0,iadvertisementmanager,14.142406460321686,True
UC41.txt,uc41,IDBMenu.java,idbmenu,True,1.0,idbmenu,18.858396791900145,True
UC42.txt,uc42,IDBMenu.java,idbmenu,True,1.0,idbmenu,17.994186967258532,True
UC43.txt,uc43,IRefreshmentPointCommonManager.java,irefreshmentpointcommonmanager,True,1.0,irefreshmentpointcommonmanager,11.018520558182562,True
UC47.txt,uc47,TouristCard.java,touristcard,True,1.0,touristcard,14.29879433892115,True
UC48.txt,uc48,IDBGenericPreference.java,idbgenericpreference,True,1.0,idbgenericpreference,18.621991743351927,True
UC5.txt,uc5,CulturalHeritage.java,culturalheritage,True,1.0,culturalheritage,10.3796257571598,True
UC50.txt,uc50,IDBVisitBC.java,idbvisitbc,True,1.0,idbvisitbc,13.83650116035138,True
UC51.txt,uc51,ITouristClientManager.java,itouristclientmanager,True,1.0,itouristclientmanager,10.138574014349157,True
UC52.txt,uc52,ITouristClientManager.java,itouristclientmanager,True,1.0,itouristclientmanager,8.374201416945596,True
UC53.txt,uc53,IDBVisitBC.java,idbvisitbc,True,1.0,idbvisitbc,14.242068950353836,True
UC54.txt,uc54,IDBVisitBC.java,idbvisitbc,True,1.0,idbvisitbc,11.52703799986094,True
UC56.txt,uc56,ISearch.java,isearch,True,1.0,isearch,10.87695662999625,True
UC7.txt,uc7,RefreshmentPointAgencyManager.java,refreshmentpointagencymanager,True,1.0,refreshmentpointagencymanager,13.00403043518672,True
UC8.txt,uc8,RefreshmentPointAgencyManager.java,refreshmentpointagencymanager,True,1.0,refreshmentpointagencymanager,15.171588692269369,True
