requirement_id,requirement_id_norm,correct_code_file,correct_code_file_norm,found,rank_found,top_prediction,top_score,retrieved_in_top_k
UC1.txt,uc1,CulturalHeritage.java,culturalheritage,False,,iculturalheritageagencymanager,0.1820541903141997,False
UC10.txt,uc10,BeanRefreshmentPoint.java,beanrefreshmentpoint,False,,advancedsearch,0.1555597825560612,False
UC10.txt,uc10,IRefreshmentPointCommonManager.java,irefreshmentpointcommonmanager,False,,advancedsearch,0.1555597825560612,False
UC10.txt,uc10,RefreshmentPointCommonManager.java,refreshmentpointcommonmanager,False,,advancedsearch,0.1555597825560612,False
UC10.txt,uc10,IDBRefreshmentPoint.java,idbrefreshmentpoint,False,,advancedsearch,0.1555597825560612,False
UC10.txt,uc10,RefreshmentPointAgencyManager.java,refreshmentpointagencymanager,False,,advancedsearch,0.1555597825560612,False
UC10.txt,uc10,IRefreshmentPointAgencyManager.java,irefreshmentpointagencymanager,False,,advancedsearch,0.1555597825560612,False
UC11.txt,uc11,BeanConvention.java,beanconvention,False,,iadvertisementrefreshmentpointmanager,0.1601503079462407,False
UC12.txt,uc12,TouristTableModel.java,touristtablemodel,False,,itagagencyoperatormanager,0.1338469527091964,False
UC12.txt,uc12,BeanTourist.java,beantourist,False,,itagagencyoperatormanager,0.1338469527091964,False
UC12.txt,uc12,TouristCommonManager.java,touristcommonmanager,False,,itagagencyoperatormanager,0.1338469527091964,False
UC13.txt,uc13,DBTourist.java,dbtourist,False,,itouristagencymanager,0.2312629628595939,False
UC13.txt,uc13,IDBTourist.java,idbtourist,False,,itouristagencymanager,0.2312629628595939,False
UC13.txt,uc13,BeanTourist.java,beantourist,False,,itouristagencymanager,0.2312629628595939,False
UC14.txt,uc14,IDBTourist.java,idbtourist,False,,touristcard,0.1251769835197444,False
UC14.txt,uc14,TouristAgencyManager.java,touristagencymanager,False,,touristcard,0.1251769835197444,False
UC14.txt,uc14,ITouristAgencyManager.java,itouristagencymanager,False,,touristcard,0.1251769835197444,False
UC14.txt,uc14,AdvancedSearch.java,advancedsearch,False,,touristcard,0.1251769835197444,False
UC14.txt,uc14,BeanTourist.java,beantourist,False,,touristcard,0.1251769835197444,False
UC15.txt,uc15,IDBTourist.java,idbtourist,False,,touristcard,0.1904044738854848,False
UC15.txt,uc15,TouristAgencyManager.java,touristagencymanager,False,,touristcard,0.1904044738854848,False
UC15.txt,uc15,ITouristAgencyManager.java,itouristagencymanager,False,,touristcard,0.1904044738854848,False
UC15.txt,uc15,ControlData.java,controldata,False,,touristcard,0.1904044738854848,False
UC15.txt,uc15,BeanTourist.java,beantourist,False,,touristcard,0.1904044738854848,False
UC15.txt,uc15,TouristCommonManager.java,touristcommonmanager,False,,touristcard,0.1904044738854848,False
UC16.txt,uc16,IDBTourist.java,idbtourist,False,,itouristagencymanager,0.224485278134814,False
UC16.txt,uc16,BeanTourist.java,beantourist,False,,itouristagencymanager,0.224485278134814,False
UC17.txt,uc17,BannerNode.java,bannernode,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,IDBBanner.java,idbbanner,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,DBBanner.java,dbbanner,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,BeanBanner.java,beanbanner,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,AdvertisementAgencyManager.java,advertisementagencymanager,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,IAdvertisementAgencyManager.java,iadvertisementagencymanager,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,ControllDataAdvertisement.java,controlldataadvertisement,False,,iadvertisementmanager,0.1747210832594616,False
UC17.txt,uc17,Banner.java,banner,False,,iadvertisementmanager,0.1747210832594616,False
UC18.txt,uc18,IAdvertisementManager.java,iadvertisementmanager,False,,refreshmentpointagencymanager,0.1872994719927148,False
UC18.txt,uc18,IDBBanner.java,idbbanner,False,,refreshmentpointagencymanager,0.1872994719927148,False
UC18.txt,uc18,DBBanner.java,dbbanner,False,,refreshmentpointagencymanager,0.1872994719927148,False
UC18.txt,uc18,BeanBanner.java,beanbanner,False,,refreshmentpointagencymanager,0.1872994719927148,False
UC18.txt,uc18,ErrorMessage.java,errormessage,False,,refreshmentpointagencymanager,0.1872994719927148,False
UC19.txt,uc19,DBBanner.java,dbbanner,False,,iadvertisementmanager,0.2029250678819808,False
UC19.txt,uc19,BeanBanner.java,beanbanner,False,,iadvertisementmanager,0.2029250678819808,False
UC19.txt,uc19,AdvertisementAgencyManager.java,advertisementagencymanager,False,,iadvertisementmanager,0.2029250678819808,False
UC19.txt,uc19,IAdvertisementAgencyManager.java,iadvertisementagencymanager,False,,iadvertisementmanager,0.2029250678819808,False
UC19.txt,uc19,ControllDataAdvertisement.java,controlldataadvertisement,False,,iadvertisementmanager,0.2029250678819808,False
UC2.txt,uc2,DBCulturalHeritage.java,dbculturalheritage,False,,itouristagencymanager,0.1533910841330979,False
UC2.txt,uc2,CulturalHeritageChecker.java,culturalheritagechecker,False,,itouristagencymanager,0.1533910841330979,False
UC2.txt,uc2,BeanCulturalHeritage.java,beanculturalheritage,False,,itouristagencymanager,0.1533910841330979,False
UC2.txt,uc2,CulturalHeritage.java,culturalheritage,False,,itouristagencymanager,0.1533910841330979,False
UC20.txt,uc20,BannerNode.java,bannernode,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,IDBBanner.java,idbbanner,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,DBBanner.java,dbbanner,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,AdvertisementManager.java,advertisementmanager,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,BeanBanner.java,beanbanner,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,AdvertisementAgencyManager.java,advertisementagencymanager,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,IAdvertisementAgencyManager.java,iadvertisementagencymanager,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,ControllDataAdvertisement.java,controlldataadvertisement,False,,globalconstants,0.1577462051653999,False
UC20.txt,uc20,Banner.java,banner,False,,globalconstants,0.1577462051653999,False
UC21.txt,uc21,IDBNews.java,idbnews,False,,newstablemodeltest,0.1814888669106877,False
UC21.txt,uc21,AdvertisementAgencyManager.java,advertisementagencymanager,False,,newstablemodeltest,0.1814888669106877,False
UC21.txt,uc21,IAdvertisementAgencyManager.java,iadvertisementagencymanager,False,,newstablemodeltest,0.1814888669106877,False
UC21.txt,uc21,ControlData.java,controldata,False,,newstablemodeltest,0.1814888669106877,False
UC21.txt,uc21,BeanNews.java,beannews,False,,newstablemodeltest,0.1814888669106877,False
UC21.txt,uc21,ControllDataAdvertisement.java,controlldataadvertisement,False,,newstablemodeltest,0.1814888669106877,False
UC22.txt,uc22,IDBNews.java,idbnews,False,,itouristagencymanager,0.2220133834935275,False
