requirement_id,rank,code_file,score
uc1,1,refreshmentpointagencymanager,14.86670599078196
uc1,2,iculturalheritageagencymanager,14.30226142086558
uc1,3,idbculturalheritage,11.363117585236344
uc1,4,controlserverlauncher,11.171397600819319
uc1,5,isearch,10.927790687801359
uc1,6,culturalheritageagencymanager,10.726238159328704
uc1,7,itagagencyoperatormanager,10.388668937058942
uc1,8,dbagencyoperator,10.385975876460154
uc1,9,iculturalheritagecommonmanager,10.047818934634444
uc1,10,dbculturalheritage,9.964657894757378
uc10,1,isearch,9.486458975682112
uc10,2,itagagencyoperatormanager,9.48063799277745
uc10,3,tourist,7.94956516491551
uc10,4,dbrefreshmentpoint,7.921053470679279
uc10,5,controldata,7.895220035313581
uc10,6,iauthentication,7.862116700195655
uc10,7,advancedsearch,7.788097961582422
uc10,8,dbrefreshmentpointoperator,7.485619245434538
uc10,9,dbagencyoperator,7.227003732901146
uc10,10,cardpr,7.2000104372283875
uc11,1,dbconvention,8.88161943797148
uc11,2,iadvertisementrefreshmentpointmanager,8.709433225641497
uc11,3,advertisementrefreshmentpointmanager,8.294003527144511
uc11,4,idbconvention,8.116690419347451
uc11,5,refreshmentpointagencymanager,7.852443274863723
uc11,6,point3drenderer,6.880563281589021
uc11,7,averageratingrenderer,6.362404714998096
uc11,8,bannerdialog,6.184729135654141
uc11,9,priorityrenderer,5.912736395752376
uc11,10,irefreshmentpointagencymanager,5.852934172538879
uc12,1,itagagencyoperatormanager,9.48063799277745
uc12,2,touristcard,8.984360984494726
uc12,3,tourist,8.722025878452143
uc12,4,iauthentication,8.444925402693904
uc12,5,search,8.442718567419629
uc12,6,itouristagencymanager,8.316344822172562
uc12,7,controldata,7.859176789309974
uc12,8,isearch,7.606352976185332
uc12,9,dblocationstatistic,7.498435125793651
uc12,10,cardpr,6.508701589721467
uc13,1,itouristagencymanager,16.765299750022045
uc13,2,touristcard,11.95944232779221
uc13,3,touristagencymanager,8.512533746819782
uc13,4,idbagencyoperator,8.02137924052228
uc13,5,refreshmentpointagencymanager,7.891917441578234
uc13,6,irefreshmentpointagencymanager,7.840973647943786
uc13,7,cardbc,7.463681735466478
uc13,8,tourist,7.195659891202524
uc13,9,culturalheritage,7.172104436798467
uc13,10,news,6.863989360568607
uc14,1,touristcard,8.558892558031651
uc14,2,iauthentication,8.444925402693904
uc14,3,category,7.846994109508746
uc14,4,tagcommonmanager,7.730036080935677
uc14,5,isearch,7.606352976185332
uc14,6,search,7.041813109359559
uc14,7,refreshmentpointagencymanager,6.763697083093527
uc14,8,culturalheritagecommonmanager,6.250324611201614
uc14,9,tagagencyoperatormanager,5.73874168892058
uc14,10,beanoperatoragency,5.687015885128987
uc15,1,touristcard,16.78230473215064
uc15,2,news,12.657367551418437
uc15,3,cardbc,11.611520564574517
uc15,4,iculturalheritagecommonmanager,11.211643677494516
uc15,5,culturalheritage,11.17165674916724
uc15,6,iauthentication,10.344897067864098
uc15,7,iculturalheritageagencymanager,9.005179029482854
uc15,8,dbnews,8.511573921325867
uc15,9,search,8.442718567419629
uc15,10,refreshmentpointcommonmanager,8.295355591381114
uc16,1,itouristagencymanager,16.394039100215398
uc16,2,iauthentication,10.344897067864098
uc16,3,touristcard,8.78309598927098
uc16,4,search,8.442718567419629
uc16,5,touristagencymanager,8.193140454561338
uc16,6,culturalheritageagencymanager,7.654532134768307
uc16,7,isearch,7.606352976185332
uc16,8,dblocationstatistic,7.498435125793651
