requirement_id,rank,code_file,score
ea1,1,accessmanager,0.5514799952507019
ea1,2,loginservlet,0.5273822546005249
ea1,3,access,0.5083857774734497
ea1,4,dbaccess,0.49192285537719727
ea1,5,insertadministratorservlet,0.4687117636203766
ea1,6,dbadministrator,0.4665585458278656
ea1,7,adminmanager,0.45859819650650024
ea1,8,editadministratorservlet,0.43328744173049927
ea1,9,administrator,0.4247553050518036
ea1,10,employeemanager,0.40036919713020325
ea10,1,logoutservlet,0.506419837474823
ea10,2,insertemployeeservlet,0.40943580865859985
ea10,3,deleteemployeeservlet,0.3884657323360443
ea10,4,editemployeeservlet,0.367241233587265
ea10,5,deleteadministratorservlet,0.34866607189178467
ea10,6,loginservlet,0.3479697108268738
ea10,7,deletecitizenservlet,0.33941611647605896
ea10,8,accessmanager,0.33375483751296997
ea10,9,dbaccess,0.32470038533210754
ea10,10,employee,0.32044363021850586
ea100,1,identitycard,0.46926867961883545
ea100,2,citizen,0.4562784433364868
ea100,3,createresidencechangepdfservlet,0.4311407804489136
ea100,4,insertcitizenservlet,0.41995808482170105
ea100,5,deletecitizenservlet,0.4036121666431427
ea100,6,loginservlet,0.3912942111492157
ea100,7,editcitizenservlet,0.38939589262008667
ea100,8,insertadministratorservlet,0.3768041133880615
ea100,9,editaccessservlet,0.3749937117099762
ea100,10,dbcitizen,0.3719741404056549
ea101,1,identitycard,0.40659359097480774
ea101,2,loginservlet,0.3821224570274353
ea101,3,deletecitizenservlet,0.3743527829647064
ea101,4,insertadministratorservlet,0.3637073040008545
ea101,5,insertemployeeservlet,0.3549967110157013
ea101,6,dbcitizen,0.3512013554573059
ea101,7,insertcitizenservlet,0.34816887974739075
ea101,8,editcitizenservlet,0.3481449782848358
ea101,9,accessmanager,0.33942896127700806
ea101,10,editadministratorservlet,0.3326835036277771
ea102,1,identitycard,0.44605210423469543
ea102,2,citizen,0.4445275068283081
ea102,3,loadcaseservlet,0.39950481057167053
ea102,4,insertcitizenservlet,0.3971419334411621
ea102,5,dbcitizen,0.39178603887557983
