requirement_id,requirement_id_norm,correct_code_file,correct_code_file_norm,found,rank_found,top_prediction,top_score,retrieved_in_top_k
UC10E1.txt,uc10e1,GetUserNameAction.java,getusernameaction,False,,editphraction,0.1840761223272496,False
UC10E1.txt,uc10e1,AuthDAO.java,authdao,False,,editphraction,0.1840761223272496,False
UC10E2.txt,uc10e2,GetUserNameAction.java,getusernameaction,False,,securityqa,0.1954440006334955,False
UC10E2.txt,uc10e2,AuthDAO.java,authdao,False,,securityqa,0.1954440006334955,False
UC10S1.txt,uc10s1,EditPHRAction.java,editphraction,False,,healthrecord,0.2514249051174559,False
UC10S1.txt,uc10s1,PersonnelDAO.java,personneldao,False,,healthrecord,0.2514249051174559,False
UC10S1.txt,uc10s1,HealthRecordsDAO.java,healthrecordsdao,False,,healthrecord,0.2514249051174559,False
UC10S1.txt,uc10s1,OfficeVisitDAO.java,officevisitdao,False,,healthrecord,0.2514249051174559,False
UC10S1.txt,uc10s1,FamilyDAO.java,familydao,True,8.0,healthrecord,0.2514249051174559,True
UC10S1.txt,uc10s1,EditHealthHistoryAction.java,edithealthhistoryaction,False,,healthrecord,0.2514249051174559,False
UC10S1.txt,uc10s1,AuthDAO.java,authdao,False,,healthrecord,0.2514249051174559,False
UC10S2.txt,uc10s2,TransactionDAO.java,transactiondao,True,5.0,weightfactor,0.2038305512075116,True
UC11E1.txt,uc11e1,GetUserNameAction.java,getusernameaction,False,,apptbean,0.1870140613526757,False
UC11E1.txt,uc11e1,AuthDAO.java,authdao,False,,apptbean,0.1870140613526757,False
UC11E2.txt,uc11e2,GetUserNameAction.java,getusernameaction,False,,securityqa,0.1753197236510866,False
UC11E2.txt,uc11e2,AuthDAO.java,authdao,False,,securityqa,0.1753197236510866,False
UC11S1.txt,uc11s1,EditOfficeVisitAction.java,editofficevisitaction,True,6.0,officevisitbean,0.226164197016408,True
UC11S1.txt,uc11s1,OfficeVisitDAO.java,officevisitdao,False,,officevisitbean,0.226164197016408,False
UC11S1.txt,uc11s1,AllergyDAO.java,allergydao,False,,officevisitbean,0.226164197016408,False
UC11S2.txt,uc11s2,EditOfficeVisitAction.java,editofficevisitaction,False,,officevisitbean,0.2720003871094363,False
UC11S2.txt,uc11s2,OfficeVisitDAO.java,officevisitdao,True,9.0,officevisitbean,0.2720003871094363,True
UC11S2.txt,uc11s2,AllergyDAO.java,allergydao,False,,officevisitbean,0.2720003871094363,False
UC12.txt,uc12,TransactionDAO.java,transactiondao,True,3.0,transactiontype,0.2837899598802487,True
UC13.txt,uc13,EditRepresentativesAction.java,editrepresentativesaction,True,6.0,editpatientaction,0.2275574216330401,True
UC13.txt,uc13,AuthDAO.java,authdao,False,,editpatientaction,0.2275574216330401,False
UC13.txt,uc13,PatientDAO.java,patientdao,False,,editpatientaction,0.2275574216330401,False
UC13E1.txt,uc13e1,GetUserNameAction.java,getusernameaction,False,,editphraction,0.1746388662173668,False
UC13E1.txt,uc13e1,AuthDAO.java,authdao,False,,editphraction,0.1746388662173668,False
UC15E1.txt,uc15e1,LOINCBeanValidator.java,loincbeanvalidator,False,,updatecptcodelistaction,0.1527289460478514,False
UC15E1.txt,uc15e1,MedicationBeanValidator.java,medicationbeanvalidator,False,,updatecptcodelistaction,0.1527289460478514,False
UC15E1.txt,uc15e1,DiagnosisBeanValidator.java,diagnosisbeanvalidator,False,,updatecptcodelistaction,0.1527289460478514,False
UC15E1.txt,uc15e1,ProcedureBeanValidator.java,procedurebeanvalidator,False,,updatecptcodelistaction,0.1527289460478514,False
